unique_id,trajectory_id,episode_dir,question_text,question_image_ids,choice_1_text,choice_1_is_correct,choice_1_image_id,choice_2_text,choice_2_is_correct,choice_2_image_id,choice_3_text,choice_3_is_correct,choice_3_image_id,choice_4_text,choice_4_is_correct,choice_4_image_id,metadata_tag
Mon_Apr_17_15_45_14_2023_q76,Mon_Apr_17_15_45_14_2023,Slide the mug to the left_188,The robot is currently firmly grasping the object with the mug. What will be the robot's next action phase?,81d21586-f801-47db-8897-81cede81b887,Releasing the object by opening gripper,True,,Approaching the object with open gripper,False,,Firmly grasping the object,False,,Closing gripper to grasp the object,False,,next_action
Fri_Nov_17_22_37_43_2023_q660,Fri_Nov_17_22_37_43_2023,Remove all the contents from the white plastic bag one at at time and put them on the table_147,The robot is currently moving away with open gripper after releasing with the contents. What will be the robot's next action phase?,8a33b73f-c5cc-4831-bcd4-7f19a56b1c30,Approaching the object with open gripper,True,,Releasing the object by opening gripper,False,,Firmly grasping the object,False,,Closing gripper to grasp the object,False,,next_action
Fri_May_12_11_06_55_2023_q49,Fri_May_12_11_06_55_2023,Put the orange marker on the table_187,The robot is currently closing gripper to grasp the object with the marker. What will be the robot's next action phase?,34302ec9-14d2-4f7a-b850-0185ed7c2559,Releasing the object by opening gripper,False,,Closing gripper to grasp the object,False,,Firmly grasping the object,True,,Approaching the object with open gripper,False,,next_action
Thu_Jul_20_14_54_51_2023_q18,Thu_Jul_20_14_54_51_2023,Remove the lid from the pot__114,The robot is currently approaching the object with open gripper with the lid. What will be the robot's next action phase?,edd26cad-1755-49b2-a7d3-6f5f6df1239d,Firmly grasping the object,False,,Closing gripper to grasp the object,True,,Moving away with open gripper after releasing,False,,Approaching the object with open gripper,False,,next_action
Wed_Jun__7_11_49_49_2023_q55,Wed_Jun__7_11_49_49_2023,Take the lid off the smallest pot and put it on the table_91,The robot is currently approaching the object with open gripper with the lid. What will be the robot's next action phase?,cac2e2a2-b6ea-4932-8a8b-42238389cc06,Moving away with open gripper after releasing,False,,Firmly grasping the object,False,,Closing gripper to grasp the object,True,,Approaching the object with open gripper,False,,next_action
Tue_Nov_21_15_21_08_2023_q54,Tue_Nov_21_15_21_08_2023,Put the ropes in the box one at a time_165,Is the robot's grasp of the ropes stable?,a79c7a3f-2b5a-467c-98b0-e0a46336b735,Partially stable,False,,No,True,,Cannot be determined,False,,Yes,False,,is_stable_grasp
Tue_Jul_18_22_56_18_2023_q29,Tue_Jul_18_22_56_18_2023,Move the bowl from the dish rack to the counter_100,Is the robot's grasp of the bowl stable?,26900945-6f21-4e48-9baa-f319ed1ca771,Cannot be determined,False,,Partially stable,False,,Yes,False,,No,True,,is_stable_grasp
Mon_Apr_17_14_48_05_2023_q74,Mon_Apr_17_14_48_05_2023,Put the marker in the pot_1,Is the robot's grasp of the marker stable?,605c217a-ee9a-471b-9b24-393ada5ee0c8,Partially stable,False,,Yes,False,,No,True,,Cannot be determined,False,,is_stable_grasp
Wed_Apr_19_14_24_51_2023_q53,Wed_Apr_19_14_24_51_2023,Put the marker in the pot on the table_18,Is the robot's grasp of the marker stable?,c8de4631-7521-4732-99ac-fd252cc1022b,Yes,True,,Partially stable,False,,Cannot be determined,False,,No,False,,is_stable_grasp
Mon_Sep_25_09_15_11_2023_q56,Mon_Sep_25_09_15_11_2023,Remove the marker from the mug_16,Is the robot's grasp of the marker stable?,386a7125-a05d-4988-81c5-b61704e19126,No,False,,Cannot be determined,False,,Partially stable,False,,Yes,True,,is_stable_grasp
Tue_Nov_21_15_21_08_2023_q30,Tue_Nov_21_15_21_08_2023,Put the ropes in the box one at a time_165,Is the robot's grasp of the ropes stable?,ac053a4f-f03c-467d-a087-17f142a310cb,No,True,,Partially stable,False,,Cannot be determined,False,,Yes,False,,is_stable_grasp
Wed_Jun__7_11_49_49_2023_q201,Wed_Jun__7_11_49_49_2023,Take the lid off the smallest pot and put it on the table_91,Is the robot's grasp of the lid stable?,c5ce7e81-cd3c-47f1-bbb0-f19b3070ec59,Yes,False,,No,True,,Cannot be determined,False,,Partially stable,False,,is_stable_grasp
Wed_Aug_23_21_50_45_2023_q179,Wed_Aug_23_21_50_45_2023,Fold the blue shirt_49,Is the robot's grasp of the shirt stable?,eafa4c92-4c54-4118-9f70-4790859d79f4,Partially stable,False,,No,True,,Cannot be determined,False,,Yes,False,,is_stable_grasp
Sun_Jun_25_17_36_13_2023_q84,Sun_Jun_25_17_36_13_2023,Remove the screwdriver from the tray and put it on the purple placemat_197,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",0eca1013-93cb-41c3-9a69-390a188f4cbc,A,False,,D,True,,C,False,,B,False,,multi_view_correspondence
Tue_Oct_17_14_50_03_2023_q193,Tue_Oct_17_14_50_03_2023,Place the lid on the jug_9,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",6d5c951a-9369-4e38-8b89-d4beabe234f3,A,False,,D,False,,C,True,,B,False,,multi_view_correspondence
Sun_Jun_11_15_53_52_2023_q100,Sun_Jun_11_15_53_52_2023,Remove the red cup from the dishwasher and put it in the black lunchbox in the sink_81,"In the left image (ext1 camera), a red dot is marked. Which point in the right image (ext2 camera) corresponds to the same 3D location?",287ce5cb-fbca-4874-b769-adce24c4acc7,D,False,,A,True,,B,False,,C,False,,multi_view_correspondence
Fri_Nov_24_20_58_12_2023_q48,Fri_Nov_24_20_58_12_2023,Put the black shirt on the couch_57,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",25089a35-d046-4b82-bc0c-9eaae844e686,C,False,,B,False,,D,False,,A,True,,multi_view_correspondence
Sat_Dec__2_16_28_24_2023_q27,Sat_Dec__2_16_28_24_2023,Put the rubber band on the cup_149,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",315f2798-025c-42da-adcb-22c346557492,D,False,,B,False,,C,False,,A,True,,multi_view_correspondence
Sun_Nov_26_15_35_54_2023_q168,Sun_Nov_26_15_35_54_2023,Fold the towel once on the table_200,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",38be73e4-20fd-4f37-9702-eb58ae6254a9,B,True,,C,False,,A,False,,D,False,,multi_view_correspondence
Fri_Jul__7_10_49_15_2023_q81,Fri_Jul__7_10_49_15_2023,Pour the contents of the orange cup into the bowl_35,"In the left image (ext1 camera), a red dot is marked. Which point in the right image (ext2 camera) corresponds to the same 3D location?",e266238f-8c2f-4457-b361-6381c576fc1a,B,False,,D,True,,A,False,,C,False,,multi_view_correspondence
Mon_Nov_27_15_41_41_2023_q48,Mon_Nov_27_15_41_41_2023,Put the coffee capsule in the coffee maker_101,"In the left image (ext1 camera), a red dot is marked. Which point in the right image (ext2 camera) corresponds to the same 3D location?",e441a997-d6ac-43cd-af38-c7f353561187,B,False,,D,False,,C,True,,A,False,,multi_view_correspondence
Wed_Apr_26_18_00_13_2023_q16,Wed_Apr_26_18_00_13_2023,Move the can to the left_32,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",74c3d41b-59d4-4092-99a4-8f447d38f4fb,C,False,,B,False,,A,True,,D,False,,multi_view_correspondence
Sat_Aug_12_18_11_24_2023_q520,Sat_Aug_12_18_11_24_2023,Take the blocks in the bowl and put them on the table_40,"In the left image (ext1 camera), a red dot is marked. Which point in the right image (ext2 camera) corresponds to the same 3D location?",9ce4b678-b928-4549-8096-7600c1f7228d,D,True,,B,False,,A,False,,C,False,,multi_view_correspondence
Mon_Dec__4_10_38_51_2023_q26,Mon_Dec__4_10_38_51_2023,Put the yellow cup and the knife in the bowl_42,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",df04f4a8-9e1d-42e3-8348-d568f2176aa6,C,False,,B,True,,A,False,,D,False,,multi_view_correspondence
Wed_Nov_22_15_33_23_2023_q84,Wed_Nov_22_15_33_23_2023,Pick up the ropes from the table and put them in the box_124,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",9b2c0574-35fb-44b8-8d2b-0222eb6dad07,C,False,,A,False,,B,True,,D,False,,multi_view_correspondence
Sat_Aug_12_18_11_24_2023_q34,Sat_Aug_12_18_11_24_2023,Take the blocks in the bowl and put them on the table_40,"In the left image (wrist camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",c459ded7-e662-4f68-9ea1-c72f97f61717,C,False,,B,True,,A,False,,D,False,,multi_view_correspondence
Wed_Aug_23_21_50_45_2023_q351,Wed_Aug_23_21_50_45_2023,Fold the blue shirt_49,"In the left image (ext1 camera), a red dot is marked. Which point in the right image (ext2 camera) corresponds to the same 3D location?",6d3d7421-be0c-4c61-b4bc-13ddcc191f5c,C,False,,D,True,,A,False,,B,False,,multi_view_correspondence
Mon_Jun__5_20_15_38_2023_q16,Mon_Jun__5_20_15_38_2023,Put the candy bar on the left side of the first shelf_2,"In the left image (ext1 camera), a red dot is marked. Which point in the right image (ext2 camera) corresponds to the same 3D location?",fb5b6a31-4549-4c43-893d-6621bada2a71,D,True,,C,False,,A,False,,B,False,,multi_view_correspondence
Thu_Aug_10_14_53_32_2023_q23,Thu_Aug_10_14_53_32_2023,Slide the lid on the wooden toy box to the right__12,"In the left image (ext2 camera), a red dot is marked. Which point in the right image (ext1 camera) corresponds to the same 3D location?",180e6420-0231-43d8-b2e5-f818f1fc10ca,A,False,,D,False,,C,True,,B,False,,multi_view_correspondence
Sat_Oct_21_20_18_04_2023_q73,Sat_Oct_21_20_18_04_2023,Put the blue object inside the drawer and close it_123,"In the left image (ext1 camera), a red dot is marked. Which point in the right image (ext2 camera) corresponds to the same 3D location?",cef266ec-e4ab-4d4c-bc7f-e207894bb64d,B,False,,A,False,,C,True,,D,False,,multi_view_correspondence
Mon_Jul_10_11_34_23_2023_q491,Mon_Jul_10_11_34_23_2023,Stack the pillows at the edge of the sofa__50,"In the left image (ext1 camera), a red dot is marked. Which point in the right image (ext2 camera) corresponds to the same 3D location?",60efa936-2818-4983-a6f5-414aafbaa796,B,False,,A,True,,C,False,,D,False,,multi_view_correspondence
